6.866087019443511963e-02,8.993382453918457031e-01
6.939002871513366699e-02,8.970004916191101074e-01
6.871191412210464478e-02,8.984215855598449707e-01
5.948327109217643738e-02,9.130577445030212402e-01
6.380815058946609497e-02,9.065558910369873047e-01
6.729755550622940063e-02,8.992987871170043945e-01
6.267269700765609741e-02,9.068602919578552246e-01
7.094766199588775635e-02,8.971747159957885742e-01
6.363737583160400391e-02,9.043822288513183594e-01
7.132900506258010864e-02,8.956618309020996094e-01
6.931889057159423828e-02,8.996174931526184082e-01
6.321582198143005371e-02,9.056476950645446777e-01
6.802548468112945557e-02,8.993635773658752441e-01
6.853847205638885498e-02,8.988085985183715820e-01
7.275731116533279419e-02,8.939948678016662598e-01
5.159364700317382812e+00,-9.102326035499572754e-01
6.780061870813369751e-02,9.007617235183715820e-01
6.131953001022338867e-02,9.090946912765502930e-01
6.566195189952850342e-02,9.027875065803527832e-01
7.026787102222442627e-02,8.964191675186157227e-01
